voltage_v,voltage_squared,coverage_area_m2,voltage_class,danger_score,sensor_noise_level,dv_dt,rolling_mean_5,consec_above_30,label,status
26.605835894825614,707.870503662391,51.67684725420775,2.0,5.359567377325052,0.5321167178965123,-0.2680921135608294,26.055987430016266,0.0,0,Safe
38.143002415809626,1454.888633292459,106.21159842873672,3.0,6.721465530435548,0.7628600483161926,24.16849649247798,18.80820522182724,1.0,1,Dangerous
43.22748146465072,1868.6151537767219,136.41497898134273,3.0,7.298234360724634,0.8645496292930145,-3.312662858329098,44.8801892529753,5.0,1,Dangerous
93.52616286397343,8747.143140058482,638.5698762991265,3.0,12.535681761239612,1.8705232572794686,86.0108627795694,24.751714189587574,1.0,0,Safe
31.320040992284085,980.9449677583555,71.61217058962129,3.0,5.926065375882735,0.6264008198456817,-0.5489046653177994,30.870892085082936,9.0,1,Dangerous
212.1216611653563,44995.59913555023,3284.8249667263685,4.0,23.31680370221945,4.242433223307126,-0.24404150641314004,212.53930037920094,12.0,1,Dangerous
161.2203371444532,25991.997108971154,1897.5002595569727,4.0,18.858783582386078,3.224406742889064,138.41929631174003,50.48490009506118,1.0,1,Dangerous
38.75141790761381,1501.6723898505325,109.6269646985858,3.0,6.791150558752102,0.7750283581522763,1.159913096892339,39.272383432233624,11.0,1,Dangerous
91.99924602847283,8463.861269807472,617.8893791416552,3.0,12.385589092359838,1.8399849205694565,81.76263018190113,26.589141882951917,1.0,1,Dangerous
16.849630493269178,283.9100477597065,20.726356157100994,1.0,4.131303836002534,0.33699260986538354,0.24262597738565006,17.675541816421294,0.0,0,Safe
235.81405341542546,55608.26778821313,4059.584268160329,4.0,25.33161160241907,4.7162810683085095,3.232035724740399,236.1114156841235,7.0,1,Dangerous
28.14001274372919,791.8603172172412,57.80837659965629,2.0,5.545612160891597,0.5628002548745838,4.4178273598881965,25.273991231533138,0.0,0,Safe
125.25375166409852,15688.50230593166,1145.311653920226,4.0,15.57048801958222,2.5050750332819702,-3.9395567408549397,127.49530048879005,7.0,1,Dangerous
45.63922788930609,2082.939122332015,152.06132521083595,3.0,7.567641992500281,0.9127845577861219,-2.101432419051541,46.58400625282725,5.0,1,Dangerous
90.24897596458204,8144.877662655707,594.6025391644386,3.0,12.21301543084835,1.804979519291641,2.402833818754786,88.89580297396854,13.0,1,Dangerous
41.369426738617705,1711.4294686818575,124.93991313643308,3.0,7.088898164512356,0.8273885347723541,-5.758153116334064,36.89685491240214,3.0,1,Dangerous
3.505999138009564,12.292029955723805,0.8973581342627058,0.0,2.1372016838012144,0.07011998276019128,-1.3742553904456205,3.588362688987145,0.0,0,Safe
96.22491882623966,9259.235003116411,675.9542465341498,3.0,12.799945676883416,1.9244983765247932,2.0408216272822983,93.57833849836524,8.0,1,Dangerous
